PLANTAORIGEN,FECHADESPACHO,C_ID_VIAJE,FECHAVIAJE,C_CLIENTE,D_CLIENTE,ID_ESTADO,ESTADO,D_EMPRESA_TRANSPORTISTA,C_ID_CONDUCTOR,NOM_APE_COND,TIPO_SERVICIO,TIPOCAMION,TIPOTRANSPORTE,TIPO_PRODUCTO,TIPO_FORMA,CANT_PROGRAMADA,F_PRESENTACION,F_LLEGADANAVE,F_EGRESONAVE,F_INGRESOPLANTA,F_PESAJEENTRADA,F_ASIGVIAJE,F_INICIOCARGABULTO,F_FINCARGA,F_PESAJESALIDA,TIPO_ASIGNACION,C_PLANTA,D_PLANTA,TIPO_PERMISO,PESO_NETO,CAP_MAXIMA,ZONA_DESTINO,CUIDAD
Guerrero,11/23/2022 08:24:00,47468483,30-11-2022 23:59:00,,CLIENTE224,19,Nuevo Leon,TRANPORTE63,106616,CHOFER850,LO,Plataforma 3 ejes Neumotica BIG COIL,Plataforma 3 ejes Neumotica BIG COIL,ROLLO,PLANOS,21.64,23-11-2022 05:40:46,23-11-2022 07:53:39,23-11-2022 07:53:55,23-11-2022 05:40:48,23-11-2022 05:43:12,23-11-2022 05:48:32,23-11-2022 07:53:42,23-11-2022 07:53:55,23-11-2022 08:24:00,MANUAL,GUE,Guerrero,Traslado Externo,21570,54.000,0,San Nicolas de los G
Guerrero,11/23/2022 16:33:34,47482287,23-11-2022 23:59:00,N000003659,CLIENTE171,019,Nuevo Leon,TRANPORTE63,106616,CHOFER850,LO,Plataforma 3 ejes Neumotica BIG COIL,Plataforma 3 ejes Neumotica BIG COIL,ROLLO,PLANOS,21.265,23-11-2022 13:16:04,23-11-2022 16:08:07,23-11-2022 16:21:03,23-11-2022 13:16:12,23-11-2022 13:21:06,23-11-2022 14:29:42,23-11-2022 16:08:13,23-11-2022 16:21:03,23-11-2022 16:33:34,MANUAL,GUE,Guerrero,Cliente ENVIA,21170,54.000,0,APODACA
Guerrero,11/24/2022 16:26:11,47504857,24-11-2022 12:38:00,H000126500,CLIENTE177,019,Nuevo Leon,TRANPORTE63,106616,CHOFER850,LO,Plataforma 3 ejes Neumotica BIG COIL,Plataforma 3 ejes Neumotica BIG COIL,ROLLO,PLANOS,22.587,24-11-2022 14:04:10,24-11-2022 14:18:08,24-11-2022 16:13:07,24-11-2022 14:04:12,24-11-2022 14:05:42,24-11-2022 14:14:21,24-11-2022 14:45:31,24-11-2022 15:57:16,24-11-2022 16:26:11,,GUE,Guerrero,Cliente ENVIA,22590,54.000,0,GRAL ESCOBEDO
Guerrero,11/25/2022 09:56:14,47522859,25-11-2022 23:59:00,,CLIENTE224,19,Nuevo Leon,TRANPORTE63,106616,CHOFER850,LO,Plataforma 3 ejes Neumotica BIG COIL,Plataforma 3 ejes Neumotica BIG COIL,ROLLO,PLANOS,37.49,25-11-2022 07:56:54,25-11-2022 08:14:15,25-11-2022 09:44:05,25-11-2022 07:56:55,25-11-2022 08:07:30,25-11-2022 08:09:35,25-11-2022 09:14:32,25-11-2022 09:20:31,25-11-2022 09:56:14,,GUE,Guerrero,Traslado Externo,37560,54.000,0,San Nicolas de los G
Guerrero,11/25/2022 16:00:56,47528578,26-11-2022 13:27:00,,CLIENTE58,19,Nuevo Leon,TRANPORTE63,106616,CHOFER850,LO,Plataforma 3 ejes Neumotica BIG COIL,Plataforma 3 ejes Neumotica BIG COIL,ROLLO,PLANOS,22.139,25-11-2022 15:02:40,25-11-2022 15:47:11,25-11-2022 15:47:52,25-11-2022 15:02:41,25-11-2022 15:07:41,25-11-2022 15:25:54,25-11-2022 15:47:35,25-11-2022 15:47:52,25-11-2022 16:00:56,MANUAL,GUE,Guerrero,Traslado Externo,22060,54.000,0,Monterrey
Guerrero,11/28/2022 12:42:19,47586191,28-11-2022 05:56:00,H000122204,CLIENTE163,019,Nuevo Leon,TRANPORTE63,106616,CHOFER850,LO,Plataforma 3 ejes Neumotica BIG COIL,Plataforma 3 ejes Neumotica BIG COIL,ROLLO,PLANOS,35.86,28-11-2022 10:38:09,28-11-2022 12:06:57,28-11-2022 12:14:28,28-11-2022 10:38:10,28-11-2022 10:55:35,28-11-2022 10:44:54,28-11-2022 12:07:05,28-11-2022 12:14:27,28-11-2022 12:42:19,MANUAL,GUE,Guerrero,Cliente ENVIA,36020,54.000,0,APODACA
Guerrero,11/29/2022 10:41:19,47610920,29-11-2022 23:59:00,H000126500,CLIENTE177,019,Nuevo Leon,TRANPORTE63,106616,CHOFER850,LO,Plataforma 3 ejes Neumotica BIG COIL,Plataforma 3 ejes Neumotica BIG COIL,ROLLO,PLANOS,21.455,29-11-2022 09:17:53,29-11-2022 10:19:38,29-11-2022 10:25:41,29-11-2022 09:17:54,29-11-2022 09:29:04,29-11-2022 09:19:19,29-11-2022 10:19:42,29-11-2022 10:25:41,29-11-2022 10:41:19,MANUAL,GUE,Guerrero,Cliente ENVIA,21510,54.000,0,GRAL ESCOBEDO
Guerrero,11/29/2022 16:35:17,47617114,29-11-2022 23:59:00,H000126500,CLIENTE177,019,Nuevo Leon,TRANPORTE63,106616,CHOFER850,LO,Plataforma 3 ejes Neumotica BIG COIL,Plataforma 3 ejes Neumotica BIG COIL,ROLLO,PLANOS,21.3,29-11-2022 15:59:45,29-11-2022 16:17:24,29-11-2022 16:22:57,29-11-2022 15:59:46,29-11-2022 16:01:13,29-11-2022 16:01:49,29-11-2022 16:22:45,29-11-2022 16:22:57,29-11-2022 16:35:17,MANUAL,GUE,Guerrero,Cliente ENVIA,21320,54.000,0,GRAL ESCOBEDO
Guerrero,11/10/2022 06:22:26,47183683,09-11-2022 11:40:00,N000100525,CLIENTE187,008,CHIHUAHUA,TRANPORTE30,104855,CHOFER851,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,CINTA,PLANOS,26.031,10-11-2022 03:07:41,10-11-2022 03:56:55,10-11-2022 05:20:54,10-11-2022 03:07:42,10-11-2022 03:16:10,10-11-2022 03:17:15,10-11-2022 05:13:58,10-11-2022 05:20:54,10-11-2022 06:22:26,MANUAL,GUE,Guerrero,Cliente ENVIA,26140,54.000,0,JUAREZ
Guerrero,11/10/2022 06:22:26,47183683,09-11-2022 11:40:00,N000100525,CLIENTE187,008,CHIHUAHUA,TRANPORTE30,104855,CHOFER851,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,CINTA,PLANOS,26.031,10-11-2022 03:07:41,10-11-2022 03:56:55,10-11-2022 05:20:54,10-11-2022 03:07:42,10-11-2022 03:16:10,10-11-2022 03:17:15,10-11-2022 05:13:58,10-11-2022 05:20:54,10-11-2022 06:22:26,MANUAL,GUE,Guerrero,Cliente ENVIA,26140,54.000,0,JUAREZ
Guerrero,11/10/2022 06:22:26,47183683,09-11-2022 11:40:00,N000100525,CLIENTE187,008,CHIHUAHUA,TRANPORTE30,104855,CHOFER851,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,CINTA,PLANOS,26.031,10-11-2022 03:07:41,10-11-2022 03:56:55,10-11-2022 05:20:54,10-11-2022 03:07:42,10-11-2022 03:16:10,10-11-2022 03:17:15,10-11-2022 05:13:58,10-11-2022 05:20:54,10-11-2022 06:22:26,MANUAL,GUE,Guerrero,Cliente ENVIA,26140,54.000,0,JUAREZ
Guerrero,11/05/2022 21:52:32,47103853,05-11-2022 15:52:00,,CLIENTE58,19,Nuevo Leon,TRANPORTE38,93585,CHOFER852,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,"BANDA,ROLLO",PLANOS,35.635,05-11-2022 19:46:42,05-11-2022 20:05:12,05-11-2022 20:55:19,05-11-2022 19:46:44,05-11-2022 19:48:30,05-11-2022 19:47:09,05-11-2022 20:05:14,05-11-2022 20:55:19,05-11-2022 21:52:32,AUTOMATICA,GUE,Guerrero,Traslado Externo,35550,54.000,0,Monterrey
Guerrero,11/06/2022 03:17:49,47110885,05-11-2022 23:20:00,,CLIENTE132,19,Nuevo Leon,TRANPORTE38,93585,CHOFER852,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,32.95,06-11-2022 01:23:12,06-11-2022 01:51:51,06-11-2022 03:00:54,06-11-2022 01:23:13,06-11-2022 01:25:00,06-11-2022 01:23:33,06-11-2022 02:59:48,06-11-2022 03:00:54,06-11-2022 03:17:49,AUTOMATICA,GUE,Guerrero,Traslado Externo,32850,54.000,0,Cienega de Flores
Guerrero,11/11/2022 11:04:15,47222225,11-11-2022 07:24:00,H000126500,CLIENTE177,019,Nuevo Leon,TRANPORTE38,93585,CHOFER852,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,21.335,11-11-2022 09:32:06,11-11-2022 10:18:39,11-11-2022 10:29:25,11-11-2022 09:32:07,11-11-2022 09:44:47,11-11-2022 09:44:59,11-11-2022 10:18:43,11-11-2022 10:29:25,11-11-2022 11:04:15,MANUAL,GUE,Guerrero,Cliente ENVIA,21460,54.000,0,GRAL ESCOBEDO
Guerrero,11/11/2022 17:33:53,47228735,11-11-2022 14:25:00,H010000377,CLIENTE188,019,Nuevo Leon,TRANPORTE38,93585,CHOFER852,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,21.3,11-11-2022 15:48:18,11-11-2022 17:14:23,11-11-2022 17:14:32,11-11-2022 15:48:19,11-11-2022 15:50:05,11-11-2022 15:52:41,11-11-2022 17:14:24,11-11-2022 17:14:31,11-11-2022 17:33:52,MANUAL,GUE,Guerrero,Cliente ENVIA,21130,54.000,0,APODACA
Guerrero,11/12/2022 03:46:54,47176947,09-11-2022 03:51:00,,CLIENTE58,19,Nuevo Leon,TRANPORTE38,93585,CHOFER852,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,36.538,12-11-2022 00:51:13,12-11-2022 01:03:19,12-11-2022 03:21:09,12-11-2022 00:51:15,12-11-2022 00:52:54,12-11-2022 00:53:19,12-11-2022 02:39:46,12-11-2022 03:21:07,12-11-2022 03:46:54,,GUE,Guerrero,Traslado Externo,36520,54.000,0,Monterrey
Guerrero,11/19/2022 16:36:29,47386619,21-11-2022 06:20:00,,CLIENTE58,19,Nuevo Leon,TRANPORTE38,93585,CHOFER852,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,38.918,19-11-2022 13:53:30,19-11-2022 15:48:06,19-11-2022 16:07:32,19-11-2022 13:53:31,19-11-2022 13:56:01,19-11-2022 14:05:55,19-11-2022 15:48:10,19-11-2022 16:07:32,19-11-2022 16:36:28,MANUAL,GUE,Guerrero,Traslado Externo,38860,54.000,0,Monterrey
Guerrero,11/20/2022 01:01:39,47393721,19-11-2022 23:59:00,,CLIENTE58,19,Nuevo Leon,TRANPORTE38,93585,CHOFER852,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,36.32,19-11-2022 19:53:54,19-11-2022 20:11:07,,19-11-2022 19:53:55,19-11-2022 19:55:47,19-11-2022 19:56:43,19-11-2022 21:11:57,19-11-2022 21:26:31,20-11-2022 01:01:39,,GUE,Guerrero,Traslado Externo,36250,54.000,0,Monterrey
Guerrero,11/21/2022 20:44:19,47436591,21-11-2022 15:19:00,H009900004,CLIENTE26,019,Nuevo Leon,TRANPORTE38,93585,CHOFER852,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,36.175,21-11-2022 17:19:12,21-11-2022 20:20:41,21-11-2022 20:23:10,21-11-2022 17:19:13,21-11-2022 17:25:52,21-11-2022 17:19:31,21-11-2022 20:21:23,21-11-2022 20:23:10,21-11-2022 20:44:19,AUTOMATICA,GUE,Guerrero,Cliente ENVIA,36360,54.000,0,APODACA
Guerrero,10/20/2022 22:28:57,46753994,20-10-2022 23:59:00,,CLIENTE49,14,Jalisco,TRANPORTE46,108168,CHOFER853,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,HOJA,PLANOS,23.076,20-10-2022 16:24:50,20-10-2022 21:04:02,20-10-2022 21:51:14,20-10-2022 16:24:51,20-10-2022 16:37:04,20-10-2022 16:40:33,20-10-2022 21:51:02,20-10-2022 21:51:14,20-10-2022 22:28:56,MANUAL,GUE,Guerrero,Traslado Externo,23730,54.000,0,Guadalajara
Guerrero,11/13/2022 02:57:54,47236534,12-11-2022 23:37:00,,CLIENTE52,15,Mexico,TRANPORTE46,108168,CHOFER853,LO,Plataforma 3 ejes Neumotica Cortina,Plataforma 3 ejes Neumotica Cortina,HOJA,PLANOS,25.456,13-11-2022 00:21:15,13-11-2022 01:10:57,13-11-2022 02:37:23,13-11-2022 00:21:17,13-11-2022 00:31:12,13-11-2022 00:41:49,13-11-2022 02:36:32,13-11-2022 02:37:23,13-11-2022 02:57:53,MANUAL,GUE,Guerrero,Traslado Externo,26120,54.000,0,Tultitlan
Guerrero,11/27/2022 12:26:44,47558281,26-11-2022 23:59:00,,CLIENTE39,6,Chihuahua,TRANPORTE46,108168,CHOFER853,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,CINTA,PLANOS,29.997,27-11-2022 09:01:31,27-11-2022 10:19:30,27-11-2022 10:28:38,27-11-2022 09:01:32,27-11-2022 09:13:21,27-11-2022 09:05:55,27-11-2022 10:22:51,27-11-2022 10:28:38,27-11-2022 12:26:44,MANUAL,GUE,Guerrero,Traslado Externo,30090,54.000,0,Ciudad JUAREZ
Guerrero,11/10/2022 14:28:00,47203376,10-11-2022 10:24:00,,CLIENTE224,19,Nuevo Leon,TRANPORTE52,106431,CHOFER854,LO,Plataforma 3 Ejes Neumotica Ultra Ligera,Plataforma 3 Ejes Neumotica Ultra Ligera,ROLLO,PLANOS,37.512,10-11-2022 11:29:56,10-11-2022 13:58:58,10-11-2022 13:59:57,10-11-2022 11:30:49,,10-11-2022 11:38:49,10-11-2022 13:59:03,10-11-2022 13:59:57,,MANUAL,GUE,Guerrero,Traslado Externo sin Pesada,0,54,0,San Nicolas de los G
Guerrero,11/10/2022 20:06:00,47208465,10-11-2022 23:59:00,,CLIENTE58,19,Nuevo Leon,TRANPORTE52,106431,CHOFER854,LO,Plataforma 3 Ejes Neumotica Ultra Ligera,Plataforma 3 Ejes Neumotica Ultra Ligera,ROLLO,PLANOS,35.75,10-11-2022 16:46:12,10-11-2022 17:20:45,10-11-2022 19:56:18,10-11-2022 16:52:44,,10-11-2022 19:11:53,10-11-2022 19:55:50,10-11-2022 19:56:15,,,GUE,Guerrero,Traslado Externo sin Pesada,0,54,0,Monterrey
Guerrero,11/12/2022 02:53:00,47119891,07-11-2022 10:16:00,,CLIENTE166,19,Nuevo Leon,TRANPORTE52,106431,CHOFER854,LO,Plataforma 3 Ejes Neumotica Ultra Ligera,Plataforma 3 Ejes Neumotica Ultra Ligera,ROLLO,PLANOS,36.852,11-11-2022 23:59:46,12-11-2022 02:40:42,12-11-2022 02:41:21,12-11-2022 00:05:10,,12-11-2022 00:05:40,12-11-2022 02:40:49,12-11-2022 02:41:20,,AUTOMATICA,GUE,Guerrero,Traslado Externo sin Pesada,0,54,0,Pesqueria
Guerrero,11/13/2022 18:26:00,47262270,16-11-2022 10:19:00,,CLIENTE166,19,Nuevo Leon,TRANPORTE52,106431,CHOFER854,LO,Plataforma 3 Ejes Neumotica Ultra Ligera,Plataforma 3 Ejes Neumotica Ultra Ligera,ROLLO,PLANOS,39.145,13-11-2022 17:01:28,13-11-2022 17:52:45,13-11-2022 18:14:01,13-11-2022 17:01:44,,13-11-2022 17:05:09,13-11-2022 17:52:49,13-11-2022 18:14:01,,MANUAL,GUE,Guerrero,Traslado Externo sin Pesada,0,54,0,Pesqueria
Guerrero,11/15/2022 04:22:00,47288589,17-11-2022 18:22:00,,CLIENTE125,19,Nuevo Leon,TRANPORTE52,106431,CHOFER854,LO,Plataforma 3 Ejes Neumotica Ultra Ligera,Plataforma 3 Ejes Neumotica Ultra Ligera,ROLLO,PLANOS,36.606,14-11-2022 20:25:59,14-11-2022 21:01:50,15-11-2022 04:11:51,14-11-2022 20:34:09,,14-11-2022 20:57:51,15-11-2022 02:13:53,15-11-2022 03:42:01,,,GUE,Guerrero,Traslado Externo sin Pesada,0,54,0,San Nicolas de los G
Guerrero,11/15/2022 10:15:00,47299986,22-11-2022 23:59:00,,CLIENTE224,19,Nuevo Leon,TRANPORTE52,106431,CHOFER854,LO,Plataforma 3 Ejes Neumotica Ultra Ligera,Plataforma 3 Ejes Neumotica Ultra Ligera,ROLLO,PLANOS,21.34,15-11-2022 07:51:21,15-11-2022 09:56:37,15-11-2022 10:00:16,15-11-2022 08:05:02,,15-11-2022 08:09:36,15-11-2022 10:00:03,15-11-2022 10:00:16,,MANUAL,GUE,Guerrero,Traslado Externo sin Pesada,0,54,0,San Nicolas de los G
Guerrero,11/17/2022 23:17:00,47354967,17-11-2022 20:17:00,,CLIENTE224,19,Nuevo Leon,TRANPORTE52,106431,CHOFER854,LO,Plataforma 3 Ejes Neumotica Ultra Ligera,Plataforma 3 Ejes Neumotica Ultra Ligera,ROLLO,PLANOS,36.562,17-11-2022 17:41:46,17-11-2022 22:57:06,17-11-2022 22:58:15,17-11-2022 17:47:31,,17-11-2022 21:03:33,17-11-2022 22:57:07,17-11-2022 22:58:15,,MANUAL,GUE,Guerrero,Traslado Externo sin Pesada,0,54,0,San Nicolas de los G
Guerrero,11/19/2022 01:39:00,47369295,21-11-2022 12:25:00,,CLIENTE58,19,Nuevo Leon,TRANPORTE52,106431,CHOFER854,LO,Plataforma 3 Ejes Neumotica Ultra Ligera,Plataforma 3 Ejes Neumotica Ultra Ligera,ROLLO,PLANOS,39.345,18-11-2022 23:52:51,19-11-2022 00:06:23,19-11-2022 01:31:28,18-11-2022 23:55:23,,19-11-2022 00:02:39,19-11-2022 00:17:47,19-11-2022 00:55:15,,,GUE,Guerrero,Traslado Externo sin Pesada,0,54,0,Monterrey
Guerrero,11/23/2022 22:04:00,47474500,23-11-2022 07:18:00,,CLIENTE166,19,Nuevo Leon,TRANPORTE52,106431,CHOFER854,LO,Plataforma 3 Ejes Neumotica Ultra Ligera,Plataforma 3 Ejes Neumotica Ultra Ligera,ROLLO,PLANOS,36.2,23-11-2022 19:39:06,23-11-2022 21:22:41,23-11-2022 21:43:35,23-11-2022 19:45:17,,23-11-2022 19:45:26,23-11-2022 21:22:47,23-11-2022 21:43:35,,AUTOMATICA,GUE,Guerrero,Traslado Externo sin Pesada,0,54,0,Pesqueria
Guerrero,11/25/2022 11:02:00,47504351,24-11-2022 12:24:00,,CLIENTE58,19,Nuevo Leon,TRANPORTE52,106431,CHOFER854,LO,Plataforma 3 Ejes Neumotica Ultra Ligera,Plataforma 3 Ejes Neumotica Ultra Ligera,ROLLO,PLANOS,39.779,25-11-2022 09:16:36,25-11-2022 10:33:44,25-11-2022 10:43:36,25-11-2022 09:21:50,,25-11-2022 09:31:16,25-11-2022 10:33:47,25-11-2022 10:43:36,,MANUAL,GUE,Guerrero,Traslado Externo sin Pesada,0,54,0,Monterrey
Guerrero,11/01/2022 06:13:03,46989562,01-11-2022 00:27:00,,CLIENTE133,19,Nuevo Leon,TRANPORTE59,106991,CHOFER855,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,36.929,01-11-2022 05:00:35,01-11-2022 05:21:23,01-11-2022 06:00:16,01-11-2022 05:00:37,01-11-2022 05:07:18,01-11-2022 05:08:18,01-11-2022 05:21:25,01-11-2022 06:00:16,01-11-2022 06:13:03,MANUAL,GUE,Guerrero,Traslado Externo,37180,54.000,0,Monterrey
Guerrero,11/02/2022 09:13:37,47014859,02-11-2022 01:32:00,,CLIENTE166,19,Nuevo Leon,TRANPORTE59,106991,CHOFER855,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,36.2,02-11-2022 07:28:06,02-11-2022 08:53:36,02-11-2022 08:55:06,02-11-2022 07:28:08,02-11-2022 07:39:45,02-11-2022 07:33:50,02-11-2022 08:53:36,02-11-2022 08:55:05,02-11-2022 09:13:37,MANUAL,GUE,Guerrero,Traslado Externo,36320,54.000,0,Pesqueria
Guerrero,11/03/2022 11:04:40,47042402,03-11-2022 02:23:00,,CLIENTE166,19,Nuevo Leon,TRANPORTE59,106991,CHOFER855,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,20.57,03-11-2022 07:34:47,03-11-2022 10:40:59,03-11-2022 10:41:17,03-11-2022 07:34:48,03-11-2022 07:48:22,03-11-2022 07:41:38,03-11-2022 10:41:00,03-11-2022 10:41:17,03-11-2022 11:04:40,MANUAL,GUE,Guerrero,Traslado Externo,20670,54.000,0,Pesqueria
Guerrero,11/05/2022 13:27:15,46869920,27-10-2022 18:16:00,,CLIENTE125,19,Nuevo Leon,TRANPORTE59,106991,CHOFER855,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,36.771,05-11-2022 10:11:54,05-11-2022 10:19:08,05-11-2022 12:45:29,05-11-2022 10:11:56,05-11-2022 10:13:29,05-11-2022 10:13:07,05-11-2022 11:15:16,05-11-2022 12:30:16,05-11-2022 13:27:15,,GUE,Guerrero,Traslado Externo,36670,54.000,0,San Nicolas de los G
Guerrero,11/06/2022 23:58:15,47066914,04-11-2022 23:59:00,,CLIENTE125,19,Nuevo Leon,TRANPORTE59,106991,CHOFER855,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,30.105,06-11-2022 19:46:22,06-11-2022 20:02:25,06-11-2022 23:26:19,06-11-2022 19:46:24,06-11-2022 19:47:54,06-11-2022 19:58:12,06-11-2022 22:31:05,06-11-2022 23:08:16,06-11-2022 23:58:15,,GUE,Guerrero,Traslado Externo,30070,54.000,0,San Nicolas de los G
Guerrero,11/11/2022 01:13:50,47213530,10-11-2022 23:59:00,H000126500,CLIENTE177,019,Nuevo Leon,TRANPORTE59,106991,CHOFER855,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,20.99,10-11-2022 22:00:31,11-11-2022 00:17:41,11-11-2022 00:50:56,10-11-2022 22:00:32,10-11-2022 22:02:51,10-11-2022 22:05:07,11-11-2022 00:17:43,11-11-2022 00:50:56,11-11-2022 01:13:50,MANUAL,GUE,Guerrero,Cliente ENVIA,20960,54.000,0,GRAL ESCOBEDO
Guerrero,11/11/2022 08:35:33,47203187,10-11-2022 10:18:00,,CLIENTE58,19,Nuevo Leon,TRANPORTE59,106991,CHOFER855,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,39.18,11-11-2022 05:26:04,11-11-2022 05:45:42,11-11-2022 08:30:39,11-11-2022 05:26:05,11-11-2022 05:28:02,11-11-2022 05:30:49,11-11-2022 06:27:23,11-11-2022 07:51:01,11-11-2022 08:35:32,,GUE,Guerrero,Traslado Externo,39160,54.000,0,Monterrey
Guerrero,11/16/2022 17:28:18,47309870,16-11-2022 17:25:00,H000068802,CLIENTE209,019,Nuevo Leon,TRANPORTE48,110722,CHOFER856,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,34.285,16-11-2022 10:23:23,16-11-2022 10:44:50,16-11-2022 17:13:35,16-11-2022 10:23:24,16-11-2022 10:27:46,16-11-2022 10:24:57,16-11-2022 15:07:39,16-11-2022 17:00:02,16-11-2022 17:28:18,,GUE,Guerrero,Cliente ENVIA,34120,54.000,0,PESQUERIA
Guerrero,11/18/2022 06:28:57,47323340,17-11-2022 23:59:00,,CLIENTE58,19,Nuevo Leon,TRANPORTE48,110722,CHOFER856,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,29.734,18-11-2022 03:40:19,18-11-2022 06:17:07,18-11-2022 06:18:12,18-11-2022 03:40:26,18-11-2022 03:42:24,18-11-2022 03:43:35,18-11-2022 06:18:06,18-11-2022 06:18:11,18-11-2022 06:28:57,MANUAL,GUE,Guerrero,Traslado Externo,29680,54.000,0,Monterrey
Guerrero,11/05/2022 05:48:29,47076053,04-11-2022 11:21:00,,CLIENTE224,19,Nuevo Leon,TRANPORTE20,110860,CHOFER856,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,38.259,05-11-2022 01:58:50,05-11-2022 05:12:26,05-11-2022 05:12:46,05-11-2022 01:58:51,05-11-2022 02:13:16,05-11-2022 02:14:05,05-11-2022 05:12:28,05-11-2022 05:12:46,05-11-2022 05:48:28,MANUAL,GUE,Guerrero,Traslado Externo,38240,54.000,0,San Nicolas de los G
Guerrero,11/05/2022 19:14:47,47103850,05-11-2022 15:51:00,,CLIENTE58,19,Nuevo Leon,TRANPORTE20,110860,CHOFER856,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,"BANDA,ROLLO",PLANOS,37.175,05-11-2022 17:18:59,05-11-2022 18:12:00,05-11-2022 18:35:48,05-11-2022 17:19:00,05-11-2022 17:22:10,05-11-2022 17:26:36,05-11-2022 18:12:02,05-11-2022 18:35:48,05-11-2022 19:14:47,MANUAL,GUE,Guerrero,Traslado Externo,37190,54.000,0,Monterrey
Guerrero,11/08/2022 03:44:13,47152050,07-11-2022 22:27:00,,CLIENTE224,19,Nuevo Leon,TRANPORTE20,110860,CHOFER856,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,21.31,08-11-2022 01:29:24,08-11-2022 02:59:30,08-11-2022 02:59:45,08-11-2022 01:29:25,08-11-2022 01:46:10,08-11-2022 01:46:45,08-11-2022 02:59:32,08-11-2022 02:59:45,08-11-2022 03:44:13,MANUAL,GUE,Guerrero,Traslado Externo,21330,54.000,0,San Nicolas de los G
Guerrero,11/09/2022 09:35:45,47174828,09-11-2022 00:29:00,N000190727,CLIENTE14,019,Nuevo Leon,TRANPORTE20,110860,CHOFER856,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,BANDA,PLANOS,30.764,09-11-2022 03:26:41,09-11-2022 09:00:34,09-11-2022 09:01:01,09-11-2022 03:26:42,09-11-2022 03:37:48,09-11-2022 03:41:07,09-11-2022 09:00:36,09-11-2022 09:01:00,09-11-2022 09:35:45,MANUAL,GUE,Guerrero,Cliente ENVIA,30750,54.000,0,APODACA
Guerrero,11/13/2022 22:15:30,47268794,13-11-2022 18:26:00,H000126500,CLIENTE177,019,Nuevo Leon,TRANPORTE20,110860,CHOFER856,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,21.195,13-11-2022 20:37:17,13-11-2022 21:52:14,13-11-2022 21:52:28,13-11-2022 20:37:19,13-11-2022 20:45:38,13-11-2022 20:47:26,13-11-2022 21:52:16,13-11-2022 21:52:28,13-11-2022 22:15:30,MANUAL,GUE,Guerrero,Cliente ENVIA,21160,54.000,0,GRAL ESCOBEDO
Guerrero,11/15/2022 19:21:45,47303338,15-11-2022 11:24:00,H000102201,CLIENTE217,019,Nuevo Leon,TRANPORTE20,110860,CHOFER856,LO,Plataforma 3 ejes Neumotica,Plataforma 3 ejes Neumotica,ROLLO,PLANOS,32.073,15-11-2022 13:39:03,15-11-2022 14:52:54,15-11-2022 18:57:40,15-11-2022 13:39:04,15-11-2022 13:41:10,15-11-2022 13:39:25,15-11-2022 18:55:38,15-11-2022 18:57:37,15-11-2022 19:21:45,,GUE,Guerrero,Cliente ENVIA,31810,54.000,0,APODACA
